Hora,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Injeção na rede (kWh),temp,pressure,humidity,wind_speed,clouds_all,weather_description,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,terrestrial_radiation
17,0.391,0.0,0.178,Low,23.54,1018,75,1.71,92,6,160.0,51.0,109.0,189.6,369.0
18,0.49,0.0,0.03,None,21.89,1018,79,1.45,97,6,37.0,6.0,31.0,47.2,119.7
19,1.089,0.0,0.0,None,21.31,1018,82,1.61,97,6,0.0,0.0,0.0,0.0,0.0
20,0.985,0.0,0.0,None,20.74,1019,86,1.68,96,6,0.0,0.0,0.0,0.0,0.0
21,0.732,0.0,0.0,None,20.25,1019,86,2.14,99,6,0.0,0.0,0.0,0.0,0.0
22,0.685,0.0,0.0,None,20.54,1019,69,2.2,87,6,0.0,0.0,0.0,0.0,0.0
23,0.666,0.0,0.0,None,20.7,1019,57,1.78,87,6,0.0,0.0,0.0,0.0,0.0
0,0.735,0.0,0.0,None,19.75,1019,59,1.88,87,6,0.0,0.0,0.0,0.0,0.0
1,0.566,0.0,0.0,None,19.75,1018,60,2.25,91,6,0.0,0.0,0.0,0.0,0.0
2,0.323,0.0,0.0,None,20.43,1018,49,2.51,90,6,0.0,0.0,0.0,0.0,0.0
3,0.274,0.0,0.0,None,16.02,1018,74,2.71,88,6,0.0,0.0,0.0,0.0,0.0
4,0.275,0.0,0.0,None,17.88,1018,71,2.78,92,6,0.0,0.0,0.0,0.0,0.0
5,0.274,0.0,0.0,None,17.99,1018,69,2.9,95,6,0.0,0.0,0.0,0.0,0.0
6,0.272,0.0,0.0,None,18.47,1019,50,3.1,81,4,0.0,0.0,0.0,0.0,0.0
7,0.27,0.0,0.001,None,17.93,1019,53,3.33,63,4,3.0,1.0,2.0,16.5,23.4
8,0.088,0.0,0.199,Low,18.48,1019,54,3.97,56,4,101.0,65.0,36.0,421.9,195.1
9,0.063,0.0,0.315,High,19.59,1020,54,4.15,51,4,278.0,216.0,62.0,680.4,435.6
10,0.027,0.0,0.321,High,20.17,1020,53,4.59,20,2,441.0,359.0,82.0,770.7,639.2
11,0.153,0.0,0.457,High,22.4,1020,48,4.88,18,2,559.0,447.0,112.0,774.7,791.7
12,0.958,0.0,1.016,Medium,24.05,1019,45,4.49,35,3,591.0,405.0,186.0,629.4,883.0
13,0.007,0.0,0.509,High,24.96,1019,44,3.94,69,4,671.0,576.0,95.0,871.9,906.6
14,0.014,0.0,0.388,Very High,24.18,1018,43,3.34,80,4,629.0,532.0,97.0,848.0,861.0
15,0.01,0.0,0.447,High,24.7,1018,42,2.49,78,4,521.0,414.0,107.0,758.3,749.2
16,0.016,0.0,0.346,High,24.63,1018,42,1.38,22,2,386.0,305.0,81.0,723.0,579.0
17,0.139,0.0,0.175,Low,24.04,1017,45,1.12,4,7,219.0,162.0,57.0,614.5,361.8
18,0.326,0.0,0.02,None,22.87,1018,46,2.13,2,7,53.0,31.0,22.0,249.1,112.4
19,0.489,0.0,0.0,None,21.68,1018,47,2.61,6,7,0.0,0.0,0.0,0.0,0.0
20,0.451,0.0,0.0,None,21.15,1018,49,2.77,11,2,0.0,0.0,0.0,0.0,0.0
21,0.635,0.0,0.0,None,20.25,1018,58,2.45,9,7,0.0,0.0,0.0,0.0,0.0
22,0.567,0.0,0.0,None,19.68,1018,61,2.66,6,7,0.0,0.0,0.0,0.0,0.0
23,0.556,0.0,0.0,None,17.26,1018,59,2.93,0,7,0.0,0.0,0.0,0.0,0.0
0,0.547,0.0,0.0,None,18.73,1018,59,3.18,0,7,0.0,0.0,0.0,0.0,0.0
1,0.627,0.0,0.0,None,19.31,1018,59,3.32,1,7,0.0,0.0,0.0,0.0,0.0
2,0.425,0.0,0.0,None,19.07,1018,60,3.41,29,3,0.0,0.0,0.0,0.0,0.0
3,0.36,0.0,0.0,None,18.83,1018,60,3.52,39,3,0.0,0.0,0.0,0.0,0.0
4,0.366,0.0,0.0,None,18.59,1018,61,3.69,26,3,0.0,0.0,0.0,0.0,0.0
5,0.37,0.0,0.0,None,18.39,1018,62,3.89,20,2,0.0,0.0,0.0,0.0,0.0
6,0.361,0.0,0.0,None,18.4,1018,62,3.97,24,2,0.0,0.0,0.0,0.0,0.0
7,0.382,0.0,0.002,None,18.37,1018,63,3.94,42,3,2.0,0.0,2.0,0.0,20.9
8,0.279,0.0,0.209,Medium,19.02,1019,53,4.4,56,4,90.0,47.0,43.0,309.0,190.1
9,0.001,0.0,0.255,Medium,19.6,1019,52,4.39,53,4,267.0,199.0,68.0,634.7,430.5
10,0.0,0.0,0.263,High,20.79,1020,51,4.82,74,4,431.0,346.0,85.0,749.6,633.7
11,0.0,0.0,0.264,Very High,22.45,1020,47,4.65,63,4,557.0,467.0,90.0,815.7,786.0
12,0.0,0.0,0.265,Very High,24.06,1019,43,4.54,74,4,639.0,552.0,87.0,864.3,877.0
13,0.0,0.0,0.267,Very High,25.16,1019,41,4.17,89,6,652.0,550.0,102.0,838.9,900.3
14,0.006,0.0,0.287,Very High,25.23,1018,39,3.58,93,6,616.0,511.0,105.0,821.2,854.4
15,0.001,0.0,0.318,High,25.29,1018,39,2.98,95,6,504.0,385.0,119.0,712.1,742.4
16,0.037,0.0,0.337,Medium,24.79,1018,39,1.94,95,6,377.0,295.0,82.0,708.2,572.0
17,0.262,0.0,0.119,Low,24.23,1018,39,1.65,98,6,213.0,159.0,54.0,615.6,354.7
18,0.295,0.0,0.015,None,24.35,1018,57,2.47,99,6,49.0,29.0,20.0,238.1,108.1
19,1.151,0.0,0.0,None,22.83,1018,58,2.52,99,6,0.0,0.0,0.0,0.0,0.0
20,0.566,0.0,0.0,None,20.75,1018,44,2.46,100,6,0.0,0.0,0.0,0.0,0.0
21,0.577,0.0,0.0,None,20.9,1019,62,1.99,100,6,0.0,0.0,0.0,0.0,0.0
22,0.444,0.0,0.0,None,19.86,1019,61,2.48,30,3,0.0,0.0,0.0,0.0,0.0
23,0.417,0.0,0.0,None,19.84,1019,60,2.69,4,7,0.0,0.0,0.0,0.0,0.0
0,0.445,0.0,0.0,None,19.66,1019,60,2.78,0,7,0.0,0.0,0.0,0.0,0.0
1,0.415,0.0,0.0,None,18.81,1018,59,2.88,2,7,0.0,0.0,0.0,0.0,0.0
2,0.432,0.0,0.0,None,18.98,1018,60,2.98,18,2,0.0,0.0,0.0,0.0,0.0
3,0.298,0.0,0.0,None,18.12,1018,62,2.92,37,3,0.0,0.0,0.0,0.0,0.0
4,0.261,0.0,0.0,None,19.31,1018,62,2.85,23,2,0.0,0.0,0.0,0.0,0.0
5,0.253,0.0,0.0,None,17.95,1018,63,2.9,0,7,0.0,0.0,0.0,0.0,0.0
6,0.29,0.0,0.0,None,17.79,1018,64,2.92,1,7,0.0,0.0,0.0,0.0,0.0
7,0.263,0.0,0.0,None,16.94,1018,66,3.04,4,7,2.0,0.0,2.0,0.0,18.4
8,0.307,0.0,0.16,Low,19.02,1018,45,3.5,0,7,93.0,59.0,34.0,392.9,185.1
9,0.0,0.0,0.261,High,20.17,1019,46,3.43,0,7,266.0,205.0,61.0,662.2,425.3
10,0.0,0.0,0.266,High,21.28,1019,45,3.55,0,7,430.0,356.0,74.0,778.4,628.3
11,0.0,0.0,0.273,Very High,22.73,1019,45,3.52,0,7,557.0,476.0,81.0,838.0,780.3
12,0.0,0.0,0.267,Very High,24.08,1018,44,3.21,0,7,634.0,548.0,86.0,864.4,871.0
13,0.009,0.0,0.425,Very High,25.19,1017,43,2.6,0,7,651.0,562.0,89.0,863.7,894.0
14,0.405,0.0,0.63,High,25.74,1017,41,1.79,0,7,612.0,526.0,86.0,852.4,847.8
15,0.417,0.0,0.538,High,26.32,1016,41,1.17,0,7,518.0,437.0,81.0,816.2,735.6
16,0.006,0.0,0.391,Medium,26.25,1017,39,0.59,0,7,377.0,306.0,71.0,744.1,565.0
17,0.241,0.0,0.208,Low,25.16,1017,39,0.23,0,7,206.0,151.0,55.0,596.8,347.6
18,0.454,0.0,0.012,None,22.17,1017,51,1.57,0,7,46.0,26.0,20.0,218.2,104.6
19,1.244,0.0,0.0,None,19.76,1017,56,1.9,0,7,0.0,0.0,0.0,0.0,0.0
20,0.78,0.0,0.0,None,18.94,1018,70,2.12,0,7,0.0,0.0,0.0,0.0,0.0
21,0.472,0.0,0.0,None,18.32,1018,73,2.22,0,7,0.0,0.0,0.0,0.0,0.0
22,0.511,0.0,0.0,None,18.58,1018,80,2.06,0,7,0.0,0.0,0.0,0.0,0.0
23,0.451,0.0,0.0,None,17.48,1018,82,1.92,0,7,0.0,0.0,0.0,0.0,0.0
0,0.435,0.0,0.0,None,17.09,1018,83,2.2,0,7,0.0,0.0,0.0,0.0,0.0
1,0.508,0.0,0.0,None,16.74,1018,78,2.5,0,7,0.0,0.0,0.0,0.0,0.0
2,0.375,0.0,0.0,None,17.24,1018,70,2.72,0,7,0.0,0.0,0.0,0.0,0.0
3,0.377,0.0,0.0,None,18.28,1018,66,2.82,0,7,0.0,0.0,0.0,0.0,0.0
4,0.463,0.0,0.0,None,16.91,1018,62,2.78,0,7,0.0,0.0,0.0,0.0,0.0
5,0.359,0.0,0.0,None,14.69,1018,61,2.83,0,7,0.0,0.0,0.0,0.0,0.0
6,0.352,0.0,0.0,None,16.56,1018,61,2.88,0,7,0.0,0.0,0.0,0.0,0.0
7,0.397,0.0,0.0,None,16.58,1019,63,3.0,0,7,2.0,0.0,2.0,0.0,15.9
8,0.405,0.0,0.188,Low,17.46,1019,61,3.66,0,7,94.0,60.0,34.0,404.8,180.1
9,0.024,0.0,0.266,High,19.59,1019,30,3.79,0,7,273.0,212.0,61.0,693.7,420.1
10,0.0,0.0,0.303,High,20.73,1019,30,4.05,0,7,441.0,368.0,73.0,812.1,622.9
11,0.0,0.0,0.303,Very High,22.38,1019,29,4.36,0,7,573.0,492.0,81.0,873.1,774.6
12,0.16,0.0,0.51,High,23.55,1019,27,4.31,0,7,652.0,568.0,84.0,902.7,865.0
13,0.028,0.0,0.422,Very High,24.64,1019,27,3.92,0,7,667.0,582.0,85.0,901.2,887.7
14,0.0,0.0,0.266,Very High,25.71,1018,27,3.24,0,7,626.0,543.0,83.0,887.3,841.3
15,0.0,0.0,0.26,High,25.77,1018,28,2.44,0,7,528.0,450.0,78.0,848.7,728.9
16,0.0,0.0,0.254,High,25.23,1018,28,1.31,0,7,383.0,314.0,69.0,773.4,558.2
17,0.112,0.0,0.187,Low,24.67,1018,31,1.22,0,7,208.0,154.0,54.0,621.5,340.7
18,0.333,0.0,0.011,None,21.79,1018,46,1.74,0,7,44.0,26.0,18.0,223.1,101.0
19,0.576,0.0,0.0,None,19.55,1018,64,2.23,0,7,0.0,0.0,0.0,0.0,0.0
20,0.595,0.0,0.0,None,19.03,1018,69,2.45,0,7,0.0,0.0,0.0,0.0,0.0
21,0.726,0.0,0.0,None,17.62,1019,72,2.0,0,7,0.0,0.0,0.0,0.0,0.0
22,0.395,0.0,0.0,None,18.43,1019,77,1.91,0,7,0.0,0.0,0.0,0.0,0.0
23,0.516,0.0,0.0,None,17.93,1019,76,2.12,0,7,0.0,0.0,0.0,0.0,0.0
0,0.396,0.0,0.0,None,12.26,1019,73,2.18,0,7,0.0,0.0,0.0,0.0,0.0
1,0.394,0.0,0.0,None,12.01,1019,71,2.32,0,7,0.0,0.0,0.0,0.0,0.0
2,0.398,0.0,0.0,None,12.08,1018,66,2.53,0,7,0.0,0.0,0.0,0.0,0.0
3,0.328,0.0,0.0,None,11.89,1018,65,2.68,0,7,0.0,0.0,0.0,0.0,0.0
4,0.318,0.0,0.0,None,11.35,1019,65,2.71,4,7,0.0,0.0,0.0,0.0,0.0
5,0.306,0.0,0.0,None,10.94,1019,65,2.73,19,2,0.0,0.0,0.0,0.0,0.0
6,0.301,0.0,0.0,None,15.74,1019,66,2.72,29,3,0.0,0.0,0.0,0.0,0.0
7,0.317,0.0,0.0,None,15.56,1019,68,2.8,65,4,1.0,0.0,1.0,0.0,13.5
8,0.186,0.0,0.194,Low,16.37,1020,68,3.21,85,6,83.0,42.0,41.0,287.2,175.0
9,0.003,0.0,0.343,Medium,20.09,1020,40,2.65,90,6,251.0,170.0,81.0,563.6,414.9
10,0.0,0.0,0.351,High,21.21,1021,42,2.32,97,6,376.0,225.0,151.0,501.2,617.4
11,0.001,0.0,0.294,High,22.89,1021,45,2.13,88,6,429.0,174.0,255.0,311.2,768.9
12,0.63,0.0,0.578,Medium,22.92,1020,49,1.9,60,4,457.0,157.0,300.0,251.4,859.0
13,0.461,0.0,0.51,Medium,23.45,1020,52,1.76,49,3,515.0,240.0,275.0,374.5,881.5
14,0.079,0.0,0.377,High,24.05,1019,43,1.63,50,3,487.0,245.0,242.0,403.7,834.8
15,0.0,0.0,0.345,High,25.14,1019,41,1.45,61,4,490.0,376.0,114.0,716.1,722.2
16,0.017,0.0,0.253,Medium,24.48,1019,42,1.32,87,6,366.0,293.0,73.0,731.0,551.4
17,0.113,0.0,0.17,Low,23.37,1019,46,1.65,100,6,196.0,140.0,56.0,576.9,333.8
18,0.618,0.0,0.014,None,21.63,1020,51,1.95,71,4,40.0,22.0,18.0,193.1,97.5
19,0.96,0.0,0.0,None,19.58,1020,56,1.14,76,4,0.0,0.0,0.0,0.0,0.0
20,0.94,0.0,0.0,None,19.0,1020,56,1.01,51,4,0.0,0.0,0.0,0.0,0.0
21,0.61,0.0,0.0,None,18.44,1021,56,0.55,36,3,0.0,0.0,0.0,0.0,0.0
22,0.842,0.0,0.0,None,17.35,1021,61,1.33,48,3,0.0,0.0,0.0,0.0,0.0
23,0.496,0.0,0.0,None,17.11,1021,63,1.66,7,7,0.0,0.0,0.0,0.0,0.0
0,0.438,0.0,0.0,None,16.59,1020,66,1.04,8,7,0.0,0.0,0.0,0.0,0.0
1,0.323,0.0,0.0,None,16.8,1021,63,0.52,54,4,0.0,0.0,0.0,0.0,0.0
2,0.268,0.0,0.0,None,16.24,1020,64,0.87,51,4,0.0,0.0,0.0,0.0,0.0
3,0.268,0.0,0.0,None,15.68,1020,63,1.18,62,4,0.0,0.0,0.0,0.0,0.0
4,0.252,0.0,0.0,None,16.26,1020,64,1.39,47,3,0.0,0.0,0.0,0.0,0.0
5,0.252,0.0,0.0,None,15.7,1020,65,1.42,72,4,0.0,0.0,0.0,0.0,0.0
6,0.251,0.0,0.0,None,15.15,1020,66,1.1,75,4,0.0,0.0,0.0,0.0,0.0
7,0.272,0.0,0.001,None,14.59,1020,68,0.92,97,6,1.0,0.0,1.0,0.0,11.0
8,0.752,0.0,0.124,Low,16.26,1021,66,0.58,100,6,81.0,45.0,36.0,311.9,170.0
9,0.007,0.0,0.266,Medium,18.96,1021,62,0.09,100,6,249.0,180.0,69.0,604.7,409.6
10,0.0,0.0,0.258,High,20.65,1022,56,0.65,59,4,410.0,324.0,86.0,728.6,611.9
11,0.02,0.0,0.279,Very High,21.26,1021,51,1.2,7,7,540.0,452.0,88.0,815.0,763.2
12,0.022,0.0,0.351,Very High,22.3,1021,48,1.96,11,2,617.0,529.0,88.0,853.5,853.0
13,0.0,0.0,0.263,Very High,23.47,1020,50,2.31,94,6,632.0,543.0,89.0,853.8,875.2
14,0.014,0.0,0.362,High,24.04,1020,48,2.35,100,6,589.0,498.0,91.0,827.4,828.4
15,0.0,0.0,0.265,High,23.43,1019,50,3.13,97,6,494.0,413.0,81.0,794.3,715.6
16,0.002,0.0,0.259,High,22.89,1019,55,2.91,66,4,351.0,276.0,75.0,697.5,544.6
17,0.936,0.0,0.184,Low,21.54,1019,62,2.22,55,4,187.0,131.0,56.0,551.4,327.0
18,0.825,0.0,0.006,None,19.37,1020,67,1.99,73,4,34.0,16.0,18.0,143.6,94.1
19,0.413,0.0,0.0,None,17.82,1020,72,1.74,54,4,0.0,0.0,0.0,0.0,0.0
20,0.41,0.0,0.0,None,17.2,1020,77,1.52,53,4,0.0,0.0,0.0,0.0,0.0
21,0.41,0.0,0.0,None,16.7,1020,78,1.22,93,6,0.0,0.0,0.0,0.0,0.0
22,0.474,0.0,0.0,None,16.69,1020,79,1.71,95,6,0.0,0.0,0.0,0.0,0.0
23,0.444,0.0,0.0,None,16.11,1019,82,1.5,96,6,0.0,0.0,0.0,0.0,0.0
0,0.438,0.0,0.0,None,16.16,1019,81,0.91,94,6,0.0,0.0,0.0,0.0,0.0
1,0.334,0.0,0.0,None,16.1,1019,81,1.18,92,6,0.0,0.0,0.0,0.0,0.0
2,0.315,0.0,0.0,None,16.15,1018,81,0.74,93,6,0.0,0.0,0.0,0.0,0.0
3,0.253,0.0,0.0,None,16.05,1018,80,0.94,98,6,0.0,0.0,0.0,0.0,0.0
4,0.252,0.0,0.0,None,15.5,1017,83,0.97,100,6,0.0,0.0,0.0,0.0,0.0
5,0.251,0.0,0.0,None,15.55,1017,83,1.05,98,6,0.0,0.0,0.0,0.0,0.0
6,0.249,0.0,0.0,None,16.6,1017,78,0.58,96,6,0.0,0.0,0.0,0.0,0.0
7,0.258,0.0,0.0,None,15.02,1018,86,1.02,91,6,0.0,0.0,0.0,0.0,8.5
8,0.396,0.0,0.04,None,15.59,1018,84,0.23,92,6,16.0,0.0,16.0,0.0,164.9
9,0.125,0.0,0.174,None,17.32,1019,80,0.73,93,6,43.0,3.0,40.0,10.2,404.3
10,0.035,0.0,0.227,Low,17.93,1018,79,0.44,100,6,49.0,0.0,49.0,0.0,606.4
11,0.102,0.0,0.278,Low,18.98,1019,75,1.36,100,6,296.0,124.0,172.0,225.4,757.4
12,0.57,0.0,0.267,None,19.53,1018,74,1.84,97,6,283.0,34.0,249.0,55.3,847.0
13,0.564,0.0,0.319,Low,19.02,1017,79,2.9,100,6,66.0,0.0,66.0,0.0,869.0
14,0.074,0.0,0.332,Low,20.11,1017,76,3.81,100,5,197.0,14.0,183.0,23.5,821.9
15,0.163,0.0,0.236,None,20.11,1017,77,3.76,100,6,371.0,203.0,168.0,394.3,709.0
16,0.152,0.0,0.116,None,19.59,1017,78,3.65,100,6,126.0,16.0,110.0,41.0,537.9
17,0.222,0.0,0.027,None,19.05,1017,78,3.03,99,6,37.0,0.0,37.0,0.0,320.2
18,0.322,0.0,0.0,None,18.9,1018,82,2.6,100,5,12.0,0.0,12.0,0.0,90.6
19,0.432,0.0,0.0,None,17.77,1018,86,2.87,97,1,0.0,0.0,0.0,0.0,0.0
20,0.436,0.0,0.0,None,16.75,1018,87,2.93,100,1,0.0,0.0,0.0,0.0,0.0
21,0.254,0.0,0.0,None,15.64,1018,90,2.82,100,6,0.0,0.0,0.0,0.0,0.0
22,0.253,0.0,0.0,None,15.67,1018,91,3.67,98,5,0.0,0.0,0.0,0.0,0.0
23,0.253,0.0,0.0,None,15.66,1017,92,4.1,100,5,0.0,0.0,0.0,0.0,0.0
0,1.038,0.0,0.0,None,16.2,1018,92,4.06,100,6,0.0,0.0,0.0,0.0,0.0
1,0.48,0.0,0.0,None,16.26,1017,92,3.81,100,6,0.0,0.0,0.0,0.0,0.0
2,0.334,0.0,0.0,None,16.78,1017,92,3.41,100,6,0.0,0.0,0.0,0.0,0.0
3,0.335,0.0,0.0,None,16.78,1017,92,3.13,100,6,0.0,0.0,0.0,0.0,0.0
4,0.254,0.0,0.0,None,16.84,1016,93,2.84,100,6,0.0,0.0,0.0,0.0,0.0
5,0.268,0.0,0.0,None,16.84,1016,93,2.7,100,6,0.0,0.0,0.0,0.0,0.0
6,0.322,0.0,0.0,None,16.84,1016,93,2.55,100,6,0.0,0.0,0.0,0.0,0.0
7,0.299,0.0,0.0,None,16.82,1017,93,2.33,100,6,0.0,0.0,0.0,0.0,5.9
8,0.244,0.0,0.011,None,17.37,1017,93,2.17,100,6,14.0,0.0,14.0,0.0,159.8
9,0.201,0.0,0.075,None,17.94,1017,93,2.58,100,6,49.0,0.0,49.0,0.0,399.0
10,0.249,0.0,0.137,None,18.44,1018,92,2.41,100,6,50.0,0.0,50.0,0.0,600.9
11,0.155,0.0,0.225,Medium,19.02,1018,92,2.18,100,5,62.0,0.0,62.0,0.0,751.6
12,0.507,0.0,0.32,Low,20.12,1018,91,2.1,100,5,114.0,0.0,114.0,0.0,840.9
13,1.004,0.0,0.273,None,19.59,1017,91,2.61,100,5,233.0,71.0,162.0,113.4,862.7
14,0.115,0.0,0.178,None,20.05,1017,92,3.54,93,5,250.0,35.0,215.0,59.1,815.4
15,0.165,0.0,0.146,None,20.05,1017,92,4.16,84,4,185.0,35.0,150.0,68.7,702.3
16,0.433,0.0,0.094,None,20.03,1018,92,3.86,100,5,81.0,3.0,78.0,7.8,531.1
17,0.619,0.0,0.02,None,19.55,1018,92,3.0,100,6,29.0,0.0,29.0,0.0,313.5
18,0.666,0.0,0.0,None,19.02,1018,92,2.58,100,5,5.0,0.0,5.0,0.0,87.2
19,2.077,0.0,0.0,None,19.02,1019,92,2.64,100,6,0.0,0.0,0.0,0.0,0.0
20,0.904,0.0,0.0,None,19.02,1019,92,2.89,100,5,0.0,0.0,0.0,0.0,0.0
21,0.688,0.0,0.0,None,19.0,1020,92,2.78,100,6,0.0,0.0,0.0,0.0,0.0
22,0.543,0.0,0.0,None,19.0,1020,93,2.81,100,6,0.0,0.0,0.0,0.0,0.0
23,0.418,0.0,0.0,None,19.0,1020,93,3.0,100,6,0.0,0.0,0.0,0.0,0.0
0,0.53,0.0,0.0,None,19.0,1020,93,2.47,100,6,0.0,0.0,0.0,0.0,0.0
1,0.427,0.0,0.0,None,19.0,1020,93,2.23,100,6,0.0,0.0,0.0,0.0,0.0
2,0.323,0.0,0.0,None,18.99,1020,93,2.08,100,6,0.0,0.0,0.0,0.0,0.0
3,0.326,0.0,0.0,None,18.99,1020,93,1.96,100,6,0.0,0.0,0.0,0.0,0.0
4,0.274,0.0,0.0,None,18.48,1020,93,1.96,100,6,0.0,0.0,0.0,0.0,0.0
5,0.269,0.0,0.0,None,18.48,1021,93,1.67,100,6,0.0,0.0,0.0,0.0,0.0
6,0.267,0.0,0.0,None,18.48,1021,93,1.4,100,6,0.0,0.0,0.0,0.0,0.0
7,0.288,0.0,0.0,None,18.48,1021,93,1.19,100,6,0.0,0.0,0.0,0.0,3.4
8,0.421,0.0,0.076,None,18.97,1022,93,1.38,100,6,28.0,1.0,27.0,7.2,154.6
9,0.026,0.0,0.226,Low,20.04,1022,92,1.84,100,6,126.0,52.0,74.0,182.1,393.7
10,0.0,0.0,0.253,Medium,21.75,1022,85,2.13,100,6,231.0,74.0,157.0,171.4,595.3
11,0.0,0.0,0.254,High,21.78,1022,84,2.8,100,6,354.0,149.0,205.0,275.4,745.7
12,0.0,0.0,0.268,High,22.88,1022,80,3.28,100,6,485.0,274.0,211.0,452.5,834.8
13,0.0,0.0,0.278,High,23.42,1021,76,3.29,100,6,281.0,69.0,212.0,111.1,856.3
14,0.018,0.0,0.326,High,24.51,1021,68,3.08,97,6,232.0,13.0,219.0,22.2,808.9
15,0.027,0.0,0.371,Medium,23.98,1020,70,2.4,95,6,306.0,101.0,205.0,200.2,695.7
16,0.025,0.0,0.37,Medium,23.34,1020,73,1.87,84,4,252.0,93.0,159.0,244.5,524.4
17,0.149,0.0,0.191,None,23.27,1020,74,1.33,62,4,139.0,51.0,88.0,229.2,306.7
18,0.31,0.0,0.024,None,22.15,1021,79,1.47,36,3,25.0,6.0,19.0,57.8,83.8
19,1.087,0.0,0.0,None,20.99,1021,85,0.87,34,3,0.0,0.0,0.0,0.0,0.0
20,0.727,0.0,0.0,None,19.93,1022,88,1.81,33,3,0.0,0.0,0.0,0.0,0.0
21,0.6,0.0,0.0,None,19.54,1021,89,2.21,8,7,0.0,0.0,0.0,0.0,0.0
22,0.534,0.0,0.0,None,19.34,1022,91,1.84,2,7,0.0,0.0,0.0,0.0,0.0
23,0.637,0.0,0.0,None,19.73,1021,91,1.78,0,7,0.0,0.0,0.0,0.0,0.0
0,0.342,0.0,0.0,None,19.51,1021,89,1.72,0,7,0.0,0.0,0.0,0.0,0.0
1,0.317,0.0,0.0,None,18.95,1021,86,1.71,0,7,0.0,0.0,0.0,0.0,0.0
2,0.315,0.0,0.0,None,20.01,1021,80,1.77,0,7,0.0,0.0,0.0,0.0,0.0
3,0.263,0.0,0.0,None,16.21,1020,94,1.88,6,7,0.0,0.0,0.0,0.0,0.0
4,0.283,0.0,0.0,None,15.53,1020,95,1.94,17,2,0.0,0.0,0.0,0.0,0.0
5,0.275,0.0,0.0,None,14.36,1020,94,1.96,3,7,0.0,0.0,0.0,0.0,0.0
6,0.256,0.0,0.0,None,15.7,1021,93,2.07,26,3,0.0,0.0,0.0,0.0,0.0
7,0.273,0.0,0.0,None,15.7,1021,92,2.12,17,2,0.0,0.0,0.0,0.0,0.8
8,0.429,0.0,0.125,Low,16.38,1021,90,2.03,2,7,70.0,42.0,28.0,308.1,149.5
9,0.0,0.0,0.339,Medium,22.78,1021,69,1.92,3,7,235.0,178.0,57.0,632.3,388.3
10,0.0,0.0,0.341,High,24.47,1021,66,1.92,0,7,394.0,325.0,69.0,760.2,589.6
11,0.0,0.0,0.344,High,25.65,1021,65,3.11,0,7,516.0,440.0,76.0,820.3,739.8
12,0.0,0.0,0.351,Very High,26.7,1021,63,3.92,0,7,587.0,504.0,83.0,838.9,828.6
13,0.3,0.0,0.569,High,27.28,1020,61,4.35,0,7,601.0,515.0,86.0,835.7,850.0
14,0.012,0.0,0.433,High,27.29,1020,60,4.45,3,7,554.0,465.0,89.0,799.4,802.3
15,0.0,0.0,0.341,High,27.2,1020,60,3.99,3,7,433.0,342.0,91.0,684.7,689.0
16,0.026,0.0,0.342,Medium,25.98,1020,66,3.34,10,7,295.0,222.0,73.0,591.6,517.7
17,0.254,0.0,0.173,Low,23.4,1020,75,2.57,34,3,160.0,108.0,52.0,496.6,300.0
18,0.331,0.0,0.006,None,22.22,1020,75,2.27,30,3,24.0,11.0,13.0,108.5,80.4
19,0.439,0.0,0.0,None,21.66,1021,69,2.1,72,4,0.0,0.0,0.0,0.0,0.0
20,0.418,0.0,0.0,None,20.68,1021,74,2.1,90,6,0.0,0.0,0.0,0.0,0.0
21,0.376,0.0,0.0,None,20.57,1021,76,2.27,90,6,0.0,0.0,0.0,0.0,0.0
22,0.416,0.0,0.0,None,20.12,1021,77,2.41,41,3,0.0,0.0,0.0,0.0,0.0
23,0.378,0.0,0.0,None,19.56,1021,79,1.85,29,3,0.0,0.0,0.0,0.0,0.0
0,0.256,0.0,0.0,None,18.91,1021,82,1.91,50,3,0.0,0.0,0.0,0.0,0.0
1,0.28,0.0,0.0,None,18.38,1021,81,2.15,85,6,0.0,0.0,0.0,0.0,0.0
2,0.259,0.0,0.0,None,18.4,1021,83,2.44,92,6,0.0,0.0,0.0,0.0,0.0
3,0.255,0.0,0.0,None,18.45,1020,83,2.41,81,4,0.0,0.0,0.0,0.0,0.0
4,0.253,0.0,0.0,None,18.43,1020,83,2.71,85,5,0.0,0.0,0.0,0.0,0.0
5,0.252,0.0,0.0,None,18.39,1020,83,3.01,91,5,0.0,0.0,0.0,0.0,0.0
6,0.252,0.0,0.0,None,17.92,1020,90,2.73,87,5,0.0,0.0,0.0,0.0,0.0
7,0.627,0.0,0.0,None,17.38,1020,92,2.45,91,5,0.0,0.0,0.0,0.0,0.0
8,0.301,0.0,0.013,None,17.38,1020,93,2.39,95,5,17.0,0.0,17.0,0.0,144.3
9,0.208,0.0,0.057,None,17.92,1021,93,2.34,100,5,45.0,0.0,45.0,0.0,382.8
10,0.175,0.0,0.09,None,18.45,1021,93,2.98,100,6,166.0,22.0,144.0,52.0,584.0
11,0.154,0.0,0.111,None,18.45,1022,93,3.45,98,6,237.0,55.0,182.0,103.4,733.9
12,0.062,0.0,0.21,Medium,18.99,1022,93,3.91,89,6,334.0,194.0,140.0,325.5,822.5
